"loc","loc.correct","Freq","stateProvince","municipality","locality"
"brazil_sao paulo_caminho p","",1,"sao paulo","campos do jordao","beira de estrada"
"brazil_sao paulo_caminho para a fazenda tucano","",1,"sao paulo","ibiuna","caminho para a fazenda tucano, parque estadual de jurupara"
"brazil_sao paulo_caminho para sao jose alpes_caminho para sao jose alpes","",1,"sao paulo","caminho para sao jose dos alpes","caminho para sao jose dos alpes"
"brazil_sao paulo_caminho sao jose alpes","",1,"sao paulo","campos do jordao","retornando ao parque estadual de campo de jordao"
"brazil_sao paulo_caminho vargedo","",1,"sao paulo","caminho do vargedo","caminho do vargedo"
"brazil_sao paulo_caminho vargedo_caminho vargedo","",1,"sao paulo","caminho do vargedo","caminho do vargedo"
"brazil_sao paulo_camos jordao","",1,"sao paulo","camos de jordao","camos de jordao"
"brazil_sao paulo_camos jordao_camos jordao","",1,"sao paulo","camos de jordao","camos de jordao"
"brazil_sao paulo_campina monte alegre_rodovia engenheira lauri simoes barros","",1,"sao paulo","campina do monte alegre","rodovia engenheira lauri simoes barros"
"brazil_sao paulo_campinas_'fazenda santa elisa'","",1,"sao paulo","campinas","'fazenda santa elisa'"
"brazil_sao paulo_campinas_arie ' mata santa genebra'","",1,"sao paulo","campinas","arie ' mata de santa genebra'"
"brazil_sao paulo_campinas_campus universidade estadual campinas","",1,"sao paulo","campinas","campus da universidade estadual de campinas"
"brazil_sao paulo_campinas_disturbed mesic forest","",1,"sao paulo","campinas","disturbed mesic forest"
"brazil_sao paulo_campinas_em propriedade particular","",1,"sao paulo","campinas","em propriedade particular"
"brazil_sao paulo_campinas_fazenda folha larga","",1,"sao paulo","campinas","fazenda folha larga"
"brazil_sao paulo_campinas_fragmento 3","",1,"sao paulo","campinas","fragmento 3"
"brazil_sao paulo_campinas_mata capoeira grande campinas","",1,"sao paulo","campinas","mata da capoeira grande campinas"
"brazil_sao paulo_campinas_mata fazenda capoeira","",1,"sao paulo","campinas","mata da fazenda capoeira"
"brazil_sao paulo_campinas_mata fazenda capoira grande","",1,"sao paulo","campinas","mata da fazenda capoira grande"
"brazil_sao paulo_campinas_mata fazenda ribeirao cachoeira","",1,"sao paulo","campinas","mata da fazenda ribeirao cachoeira"
"brazil_sao paulo_campinas_mata proxima ao observatorio capricornio","",1,"sao paulo","campinas","mata proxima ao observatorio capricornio"
"brazil_sao paulo_campinas_mata ribeirao cahoeira","",1,"sao paulo","campinas","mata ribeirao da cahoeira"
"brazil_sao paulo_campinas_mata sta genebra","",1,"sao paulo","campinas","mata de sta genebra"
"brazil_sao paulo_campinas_observatorio capricornio","",1,"sao paulo","campinas","observatorio capricornio"
"brazil_sao paulo_campinas_obtida nas centrais abastecimento campinas s","",1,"sao paulo","campinas","obtida nas centrais de abastecimento de campinas s"
"brazil_sao paulo_campinas_pq","",1,"sao paulo","campinas","pq"
"brazil_sao paulo_campinas_represa atabainha lake","",1,"sao paulo","campinas","represa atabainha lake"
"brazil_sao paulo_campinas_reserva munipal santa genebra","",1,"sao paulo","campinas","reserva munipal de santa genebra"
"brazil_sao paulo_campinas_rodovia d","",1,"sao paulo","campinas","rodovia d"
"brazil_sao paulo_campinas_rserva municipal santa genebra","",1,"sao paulo","campinas","rserva municipal de santa genebra"
"brazil_sao paulo_campinas_universidade estadual campinas","",1,"sao paulo","campinas","universidade estadual de campinas"
"brazil_sao paulo_camping ana paula","",1,"sao paulo","sao paulo","estrada pedro tico"
"brazil_sao paulo_campo brejoso","",1,"sao paulo","itirapina","estado visconde de rio claro"
"brazil_sao paulo_campo itirapina","",1,"sao paulo","campo de itirapina","campo de itirapina"
"brazil_sao paulo_campo itirapina_campo itirapina","",1,"sao paulo","campo de itirapina","campo de itirapina"
"brazil_sao paulo_campo jordao_coordenada calculada","",1,"sao paulo","campo do jordao","coordenada calculada"
"brazil_sao paulo_campo limpo","",1,"sao paulo","campo limpo","campo limpo"
"brazil_sao paulo_campo limpo paulista_folha cartografica sf","",1,"sao paulo","campo limpo paulista","folha cartografica sf"
"brazil_sao paulo_campo limpo_campo limpo","",1,"sao paulo","campo limpo","campo limpo"
"brazil_sao paulo_campos bocaina_campos bocaina","",1,"sao paulo","campos da bocaina","campos da bocaina"
"brazil_sao paulo_campos jordan","",1,"sao paulo","campos de jordan","campos de jordan"
"brazil_sao paulo_campos jordan_campos jordan","",1,"sao paulo","campos de jordan","campos de jordan"
"brazil_sao paulo_campos jordao_± 100 km ao n","",1,"sao paulo","campos do jordao","± 100 km ao n"
"brazil_sao paulo_campos jordao_1628 m altitude","",1,"sao paulo","campos do jordao","1628 m de altitude"
"brazil_sao paulo_campos jordao_16km ssw estacao emilio ribas","",1,"sao paulo","campos do jordao","16km ssw da estacao de emilio ribas"
"brazil_sao paulo_campos jordao_22°42'31","",1,"sao paulo","campos do jordao","22°42'31"
"brazil_sao paulo_campos jordao_3 km antes entrada cidade","",1,"sao paulo","campos do jordao","3 km antes da entrada da cidade"
"brazil_sao paulo_campos jordao_a","",1,"sao paulo","campos do jordao","a"
"brazil_sao paulo_campos jordao_a beira estrada","",1,"sao paulo","campos do jordao","a beira da estrada"
"brazil_sao paulo_campos jordao_a beira regatos","",1,"sao paulo","campos do jordao","a beira de regatos"
"brazil_sao paulo_campos jordao_a margem estrada","",1,"sao paulo","campos do jordao","a margem da estrada"
"brazil_sao paulo_campos jordao_a unos 6 km anters llegar a campos jordao","",1,"sao paulo","campos do jordao","a unos 6 km anters de llegar a campos do jordao"
"brazil_sao paulo_campos jordao_acesso ao pico diamante","",1,"sao paulo","campos do jordao","acesso ao pico do diamante"
"brazil_sao paulo_campos jordao_ad viam in incultis","",1,"sao paulo","campos do jordao","ad viam in incultis"
"brazil_sao paulo_campos jordao_alpes sao jose","",1,"sao paulo","campos do jordao","alpes de sao jose"
"brazil_sao paulo_campos jordao_alt","",1,"sao paulo","campos do jordao","alt"
"brazil_sao paulo_campos jordao_antropica","",1,"sao paulo","campos do jordao","antropica"
"brazil_sao paulo_campos jordao_ao longo rodovia","",1,"sao paulo","campos do jordao","ao longo da rodovia"
"brazil_sao paulo_campos jordao_ao longo trilha cachoeira","",1,"sao paulo","campos do jordao","ao longo da trilha da cachoeira"
"brazil_sao paulo_campos jordao_aproximadamente 100 km n sao jose campos","",1,"sao paulo","campos do jordao","aproximadamente 100 km n de sao jose dos campos"
"brazil_sao paulo_campos jordao_area acima afloramento rochoso fazenda","",1,"sao paulo","campos do jordao","area acima do afloramento rochoso da fazenda"
"brazil_sao paulo_campos jordao_area altitude","",1,"sao paulo","campos do jordao","area de altitude"
"brazil_sao paulo_campos jordao_area sanatoria sao francisco xavier","",1,"sao paulo","campos do jordao","area do sanatoria sao francisco xavier"
"brazil_sao paulo_campos jordao_areas sanatorio sao francisco xavier","",1,"sao paulo","campos do jordao","areas do sanatorio sao francisco xavier"
"brazil_sao paulo_campos jordao_as margens rod","",1,"sao paulo","campos do jordao","as margens da rod"
"brazil_sao paulo_campos jordao_av","",1,"sao paulo","campos do jordao","av"
"brazil_sao paulo_campos jordao_bairro abernessia","",1,"sao paulo","campos do jordao","bairro abernessia"
"brazil_sao paulo_campos jordao_bairro capivari","",1,"sao paulo","campos do jordao","bairro capivari"
"brazil_sao paulo_campos jordao_bairro rancho alegre","",1,"sao paulo","campos do jordao","bairro rancho alegre"
"brazil_sao paulo_campos jordao_bairro renopolis","",1,"sao paulo","campos do jordao","bairro renopolis"
"brazil_sao paulo_campos jordao_bairro sao cristovao","",1,"sao paulo","campos do jordao","bairro sao cristovao"
"brazil_sao paulo_campos jordao_beira estrada e campo","",1,"sao paulo","campos do jordao","beira de estrada e campo"
"brazil_sao paulo_campos jordao_beira estrada para a estacao experimental instituto florestal","",1,"sao paulo","campos do jordao","beira da estrada para a estacao experimental do instituto florestal"
"brazil_sao paulo_campos jordao_beira estrada para o mirante","",1,"sao paulo","campos do jordao","beira da estrada para o mirante"
"brazil_sao paulo_campos jordao_beira estrada para o mirante a 40 km avenida pedro paulo","",1,"sao paulo","campos do jordao","beira da estrada para o mirante a 40 km da avenida pedro paulo"
"brazil_sao paulo_campos jordao_beira rodovia, fazenda guarda","",1,"sao paulo","campos do jordao","beira da rodovia, fazenda da guarda"
"brazil_sao paulo_campos jordao_borde camino y restos bosque secundario","",1,"sao paulo","campos do jordao","borde de camino y restos de bosque secundario"
"brazil_sao paulo_campos jordao_bosque na proximidade auditorio","",1,"sao paulo","campos do jordao","bosque na proximidade do auditorio"
"brazil_sao paulo_campos jordao_brazil","",1,"sao paulo","campos do jordao","brazil"
"brazil_sao paulo_campos jordao_buquira","",1,"sao paulo","campos do jordao","buquira"
"brazil_sao paulo_campos jordao_cacique","",1,"sao paulo","campos do jordao","cacique"
"brazil_sao paulo_campos jordao_caldas","",1,"sao paulo","campos do jordao","caldas"
"brazil_sao paulo_campos jordao_cam","",1,"sao paulo","campos do jordao","cam"
"brazil_sao paulo_campos jordao_caminha sao jose alpes","",1,"sao paulo","campos do jordao","caminha sao jose dos alpes"
"brazil_sao paulo_campos jordao_caminho p sao jose alpes","",1,"sao paulo","campos do jordao","caminho p- sao jose dos alpes"
"brazil_sao paulo_campos jordao_caminho para a cachoeira","",1,"sao paulo","campos do jordao","caminho para a cachoeira"
"brazil_sao paulo_campos jordao_caminho para a gruta criolos","",1,"sao paulo","campos do jordao","caminho para a gruta dos criolos"
"brazil_sao paulo_campos jordao_caminho para as grutas criolos","",1,"sao paulo","campos do jordao","caminho para as grutas dos criolos"
"brazil_sao paulo_campos jordao_caminho para o pico itambe","",1,"sao paulo","campos do jordao","caminho para o pico do itambe"
"brazil_sao paulo_campos jordao_caminho para santo antonio pinhal","",1,"sao paulo","campos do jordao","caminho para santo antonio do pinhal"
"brazil_sao paulo_campos jordao_caminho sao jose alpes +","",1,"sao paulo","campos do jordao","caminho de sao jose dos alpes +"
"brazil_sao paulo_campos jordao_caminhos para sao jose alpes","",1,"sao paulo","campos do jordao","caminhos para sao jose dos alpes"
"brazil_sao paulo_campos jordao_camino cachoeira","",1,"sao paulo","campos de jordao","camino da cachoeira"
"brazil_sao paulo_campos jordao_campivari","",1,"sao paulo","campos do jordao","campivari"
"brazil_sao paulo_campos jordao_campo 1","",1,"sao paulo","campos do jordao","campo 1"
"brazil_sao paulo_campos jordao_campo altitude","",1,"sao paulo","campos do jordao","campo de altitude"
"brazil_sao paulo_campos jordao_campo alto","",1,"sao paulo","campos do jordao","campo alto"
"brazil_sao paulo_campos jordao_campos arredores cidade","",1,"sao paulo","campos do jordao","campos dos arredores da cidade"
"brazil_sao paulo_campos jordao_campos jordao prox","",1,"sao paulo","campos do jordao","campos do jordao prox"
"brazil_sao paulo_campos jordao_campos jordao santo antonio pinhal","",1,"sao paulo","campos do jordao","campos do jordao- santo antonio do pinhal"
"brazil_sao paulo_campos jordao_campos secos","",1,"sao paulo","campos do jordao","campos secos"
"brazil_sao paulo_campos jordao_campos secos e altos","",1,"sao paulo","campos do jordao","campos secos e altos"
"brazil_sao paulo_campos jordao_campos umuarama","",1,"sao paulo","campos do jordao","campos de umuarama"
"brazil_sao paulo_campos jordao_capoeiras abernessia","",1,"sao paulo","campos do jordao","capoeiras de abernessia"
"brazil_sao paulo_campos jordao_centro","",1,"sao paulo","campos do jordao","centro"
"brazil_sao paulo_campos jordao_chacara morrinhos","",1,"sao paulo","campos do jordao","chacara dos morrinhos"
"brazil_sao paulo_campos jordao_cidade e arredores pico itapeva","",1,"sao paulo","campos do jordao","cidade e arredores do pico de itapeva"
"brazil_sao paulo_campos jordao_circa 1 km centro abernesia","",1,"sao paulo","campos do jordao","circa 1 km do centro de abernesia"
"brazil_sao paulo_campos jordao_circa 1 km e of pico itapeva","",1,"sao paulo","campos do jordao","circa 1 km e of pico itapeva"
"brazil_sao paulo_campos jordao_circa 10 15 km n of pico itapeva","",1,"sao paulo","campos do jordao","circa 10-15 km n of pico do itapeva"
"brazil_sao paulo_campos jordao_circa 100 km ao norte sao jose campos","",1,"sao paulo","campos do jordao","circa 100 km ao norte de sao jose dos campos"
"brazil_sao paulo_campos jordao_circa 2 km se of campos jordao","",1,"sao paulo","campos do jordao","circa 2 km se of campos do jordao"
"brazil_sao paulo_campos jordao_circa 2km se of campos jordao","",1,"sao paulo","campos do jordao","circa 2km se of campos do jordao"
"brazil_sao paulo_campos jordao_circa 5km s campos jordao","",1,"sao paulo","campos do jordao","circa 5km s de campos do jordao"
"brazil_sao paulo_campos jordao_circa 8 10 km ese of campos jordao","",1,"sao paulo","campos do jordao","circa 8-10 km ese of campos do jordao"
"brazil_sao paulo_campos jordao_coletada crescendo como ruderal em terreno baldio","",1,"sao paulo","campos do jordao","coletada crescendo como ruderal em terreno baldio"
"brazil_sao paulo_campos jordao_coletada e cultivada como ornamental no hotel toriba","",1,"sao paulo","campos do jordao","coletada e cultivada como ornamental no hotel toriba"
"brazil_sao paulo_campos jordao_coletada na cidade","",1,"sao paulo","campos do jordao","coletada na cidade"
"brazil_sao paulo_campos jordao_coletada na estrada para sao bento sapucai","",1,"sao paulo","campos do jordao","coletada na estrada para sao bento do sapucai"
"brazil_sao paulo_campos jordao_coletada na lagoinha","",1,"sao paulo","campos do jordao","coletada na lagoinha"
"brazil_sao paulo_campos jordao_coletada nas proximidades mata regiao","",1,"sao paulo","campos do jordao","coletada nas proximidades da mata da regiao"
"brazil_sao paulo_campos jordao_coletada no alto pico itapeva","",1,"sao paulo","campos do jordao","coletada no alto do pico de itapeva"
"brazil_sao paulo_campos jordao_coletada no pico itapeva","",1,"sao paulo","campos do jordao","coletada no pico do itapeva"
"brazil_sao paulo_campos jordao_coletada perto pontal entrada","",1,"sao paulo","campos do jordao","coletada perto do pontal de entrada"
"brazil_sao paulo_campos jordao_coletado e cultivado no jardim lagoinha","",1,"sao paulo","campos do jordao","coletado e cultivado no jardim da lagoinha"
"brazil_sao paulo_campos jordao_coletado na arborizacao urbana","",1,"sao paulo","campos do jordao","coletado na arborizacao urbana"
"brazil_sao paulo_campos jordao_coletado na estrada para sao bento sapucai","",1,"sao paulo","campos do jordao","coletado na estrada para sao bento do sapucai"
"brazil_sao paulo_campos jordao_coletado na regiao cedro vermelho","",1,"sao paulo","campos do jordao","coletado na regiao do cedro vermelho"
"brazil_sao paulo_campos jordao_coletado na regiao palacio governo","",1,"sao paulo","campos do jordao","coletado na regiao do palacio do governo"
"brazil_sao paulo_campos jordao_coletado nas proximidades muncipio campos jordao","",1,"sao paulo","campos do jordao","coletado nas proximidades do muncipio de campos de jordao"
"brazil_sao paulo_campos jordao_coletado no morro elefante","",1,"sao paulo","campos do jordao","coletado no morro do elefante"
"brazil_sao paulo_campos jordao_coletado no parque estadual instituto florestal","",1,"sao paulo","campos do jordao","coletado no parque estadual do instituto florestal"
"brazil_sao paulo_campos jordao_coletado no parque estadual mananciais","",1,"sao paulo","campos do jordao","coletado no parque estadual dos mananciais"
"brazil_sao paulo_campos jordao_colonia capivari","",1,"sao paulo","campos do jordao","colonia capivari"
"brazil_sao paulo_campos jordao_colonia lageado","",1,"sao paulo","campos do jordao","colonia lageado"
"brazil_sao paulo_campos jordao_como ornamental","",1,"sao paulo","campos do jordao","como ornamental"
"brazil_sao paulo_campos jordao_contrafortes serra mantiqueira","",1,"sao paulo","campos do jordao","contrafortes da serra da mantiqueira"
"brazil_sao paulo_campos jordao_crescendo como ruderal em terrenos baldios","",1,"sao paulo","campos do jordao","crescendo como ruderal em terrenos baldios"
"brazil_sao paulo_campos jordao_cultivada","",1,"sao paulo","campos do jordao","cultivada"
"brazil_sao paulo_campos jordao_cultivada como ornamental","",1,"sao paulo","campos do jordao","cultivada como ornamental"
